respondent_id,wave,month,segment_code,audience,gender,age,prefecture_code,geography,marital_status,living_alone,living_with_spouse,living_with_significant_other,living_with_children,living_with_parents,living_with_siblings,living_with_friend,living_with_other,has_children_separate,boys_under_17_in_hh,boys_in_hh,girls_under_17_in_hh,girls_in_hh,has_grandchildren,recent_visit_tdl,been_to_tdl_past_3yr,recent_visit_tds,been_to_tds_past_3yr,recent_visit_usj,visit_count_tdl,visit_count_tds,visit_count_usj,decision_maker,non_park_rejector,aided_awareness_tdl,aided_awareness_tds,aided_awareness_usj,familiarity_tdl,familiarity_tds,familiarity_usj,opinion_tdl,opinion_tds,opinion_usj,consideration_tdl,consideration_tds,consideration_usj,likelihood_visit_tdl,likelihood_visit_tds,likelihood_visit_usj,when_visit_tdl,intent_visit_tdl_code,intent_visit_tdl,when_visit_tds,intent_visit_tds_code,intent_visit_tds_or_tdl,intent_visit_tds,nps_tdl,nps_tds,nps_usj,funderful_disney_member,disney_plus_subscriber,disney_card_club_member,disney_store_card_member,disney_vacation_club_member,no_disney_fandom,disney_fandom,annual_personal_income,annual_household_income,tdl_func_relaxing,tdl_func_enjoy_myself,tdl_func_lifelong_memories,tdl_func_bond_family_friends,tdl_func_great_for_kids_under_6,tdl_func_great_for_kids_7_17,tdl_func_great_for_adults,tdl_func_want_children_experience,tdl_func_expand_child_worldview,tdl_func_great_for_all_family,tdl_func_understands_what_i_like,tdl_func_feel_comfortable,tdl_func_keeping_up_with_times,tdl_func_variety_of_things,tdl_func_unique_experiences,tdl_func_repeat_experience,tdl_func_active_adventurous,tdl_func_thrilling,tdl_func_new_innovative,tdl_func_something_new,tdl_func_not_crowded,tdl_func_character_interaction,tdl_func_worth_short_vacation,tdl_func_worth_price,tdl_func_affordable,tdl_func_ticket_options,tdl_emot_land_of_dreams,tdl_emot_removed_from_reality,tdl_emot_fantastical,tdl_emot_heartwarming,tdl_emot_soothing_healing,tdl_emot_feeling_safe,tdl_emot_longing_aspiring,tdl_emot_sparkling,tdl_emot_premium_feeling,tdl_emot_feel_good,bipolar_fun,bipolar_feeling_special,bipolar_anticipation,bipolar_excitement,bipolar_playful_mind,bipolar_relaxed_content,bipolar_only_one,bipolar_oshi,bipolar_return_childhood,bipolar_trending,bipolar_realism,bipolar_innovative,bipolar_unpredictability,bipolar_refreshing_look,bipolar_edgy,bipolar_feel_refreshed,bipolar_heart_throbbing,bipolar_be_merry,bipolar_suspenseful
1349,3,April,1,A. Young Families,2,32,12,Local,2,0,1,0,1,0,0,0,0,2,1,Yes,0,No,0,4,Yes,4,Yes,8,8,8,0,2,10,1,1,1,5,5,4,5,5,3,5,5,3,5,5,3,1,1,Yes,1,1,8,Yes,11,11,5,1,1,1,1,1,0,Yes,2,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1
1350,3,April,1,A. Young Families,2,34,14,Local,2,0,1,0,1,0,0,0,0,2,1,Yes,0,No,0,8,No,8,No,8,0,0,0,3,8,1,1,1,5,5,2,5,5,4,5,5,4,5,5,4,8,8,No,8,8,8,No,9,9,7,0,0,0,0,0,1,No,2,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,1,3,2,2,2,1,4,1,1,1,2
1351,3,April,1,A. Young Families,2,35,14,Local,2,0,1,0,1,0,0,0,0,2,1,Yes,0,No,0,8,No,4,Yes,6,0,1,1,2,8,1,1,1,5,5,5,4,4,4,4,4,4,3,3,4,8,8,No,8,8,1,No,9,9,9,0,0,0,0,0,1,No,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,6,4,4,4,2,2,3,6,4,4,4,4,5,4,6,6
1352,3,April,1,A. Young Families,2,39,14,Local,2,0,1,0,1,0,0,0,0,1,1,Yes,0,No,0,5,Yes,8,No,8,1,0,0,2,9,1,1,1,5,4,4,5,4,4,5,5,4,5,5,4,8,8,No,5,1,8,Yes,10,9,8,0,0,0,0,0,1,No,2,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1,2,3,2,6,3,3,2,2,5,5,5,4,3,4,5
1353,3,April,1,A. Young Families,2,36,9,Local,2,0,1,0,1,0,0,0,0,2,1,Yes,0,No,0,8,No,8,No,9,0,0,0,3,8,1,1,1,4,4,3,4,4,4,3,3,3,3,3,3,8,8,No,8,8,1,No,9,9,8,0,0,0,0,0,1,No,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,3,2,2,3,2,1,1,2,1,2,2,2,1
1354,3,April,1,A. Young Families,1,29,23,Domestic,2,0,1,0,1,0,0,0,0,2,1,Yes,0,No,0,8,No,9,No,8,0,0,0,2,6,1,1,1,4,2,3,4,4,4,3,4,4,2,2,2,8,8,No,8,8,7,No,4,4,4,0,0,0,0,0,1,No,2,4,3,3,4,3,3,3,3,3,4,3,4,4,4,3,4,4,4,4,4,4,2,5,4,4,1,2,5,5,4,4,4,4,4,4,4,4,2,1,3,3,2,2,3,4,3,3,2,3,3,3,5,3,2,2,2
1355,3,April,1,A. Young Families,1,34,23,Domestic,2,0,1,0,1,1,0,0,0,2,1,Yes,0,No,0,4,Yes,4,Yes,7,2,1,0,2,10,1,1,1,5,5,4,5,5,4,5,5,5,5,5,4,6,1,Yes,6,1,8,Yes,11,11,8,0,1,0,0,0,0,Yes,2,4,4,5,5,4,4,5,4,5,4,5,4,4,4,4,5,5,4,4,4,3,1,5,5,5,4,3,4,5,4,4,4,4,4,4,4,4,4,2,4,3,3,4,1,2,2,3,4,6,7,5,7,5,4,6,6
1356,3,April,1,A. Young Families,1,39,16,Domestic,2,0,1,0,1,1,0,0,0,2,1,Yes,1,Yes,0,5,Yes,5,Yes,9,1,1,0,3,10,1,1,1,5,5,4,5,5,4,5,5,4,5,5,5,8,8,No,8,8,1,No,11,11,10,0,0,0,0,0,1,No,2,4,3,3,3,3,3,3,3,3,3,4,3,3,4,5,4,4,4,4,4,5,5,3,4,3,2,3,5,4,3,4,4,4,4,4,4,4,4,4,4,2,1,3,3,3,2,3,3,3,4,2,3,2,4,4,3
1357,3,April,1,A. Young Families,1,48,22,Domestic,2,0,1,0,1,0,0,0,0,2,0,No,1,Yes,0,8,No,9,No,3,0,0,1,3,7,1,1,1,2,2,2,3,3,3,2,2,2,2,2,2,7,7,No,7,7,8,No,3,3,3,0,0,0,0,0,1,No,2,5,1,3,3,3,2,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1,2,3,2,1,2,3,4,2,3,2,3,2,3,2,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
1358,3,April,1,A. Young Families,1,41,16,Domestic,2,0,1,0,1,0,0,0,0,2,1,Yes,1,Yes,0,5,Yes,5,Yes,6,2,2,2,1,9,1,1,1,5,5,5,4,4,4,5,5,5,5,5,5,7,7,No,7,7,7,No,9,9,9,0,1,0,0,0,0,Yes,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,3,3,5,2,4,2,3,6,5,4,5,4,6,5,2,5
1359,3,April,1,A. Young Families,1,54,20,Domestic,2,0,1,0,1,0,0,0,0,2,1,Yes,1,Yes,0,8,No,9,No,9,0,0,0,2,7,1,1,1,3,3,3,4,3,4,4,3,4,4,3,4,8,8,No,8,8,7,No,4,3,5,0,0,0,0,0,1,No,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4
1360,3,April,1,A. Young Families,1,29,21,Domestic,2,0,1,0,1,0,0,0,0,2,1,Yes,0,No,0,7,No,6,Yes,8,0,1,0,2,10,1,1,1,5,5,4,5,5,4,5,5,4,5,5,3,8,8,No,8,8,8,No,11,11,8,0,0,0,0,0,1,No,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,3,4,4,3,2,3,4,4,5,4,6,5,4,4,6
1361,3,April,1,A. Young Families,1,37,22,Domestic,2,0,1,0,1,0,0,0,0,2,1,Yes,0,No,0,6,Yes,6,Yes,7,1,1,0,2,9,1,1,1,4,4,4,4,4,4,4,4,5,4,4,4,7,7,No,7,7,8,No,8,8,9,0,0,0,0,0,1,No,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,6,5,4,4,5,3,5,5,6,5,5,5,6,4,5
1362,3,April,1,A. Young Families,1,29,23,Domestic,2,0,1,0,1,0,0,0,0,1,0,No,1,Yes,0,4,Yes,9,No,6,2,0,1,2,9,1,1,1,5,4,4,5,4,5,5,4,5,5,5,5,8,8,No,8,8,1,No,10,10,10,0,0,0,1,0,0,Yes,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,3,3,3,4,3,3,3,2,2,3,3,3,3,3,2
1363,3,April,1,A. Young Families,2,34,23,Domestic,2,0,0,0,1,0,0,0,0,2,0,No,1,Yes,0,8,No,8,No,8,0,0,0,2,10,1,1,1,5,4,2,5,4,4,5,4,4,4,4,4,7,7,No,7,7,8,No,9,7,7,0,0,0,0,0,1,No,2,1,2,5,4,3,5,5,5,5,5,5,2,3,3,4,4,5,5,4,3,5,1,5,5,3,1,5,5,5,5,5,5,4,5,5,5,5,1,1,1,1,1,1,2,1,1,3,4,3,5,2,7,2,1,3,2
1364,3,April,1,A. Young Families,2,39,20,Domestic,2,0,1,0,1,0,0,0,0,2,1,Yes,1,Yes,0,8,No,8,No,9,0,0,0,3,4,1,1,1,3,3,2,4,4,4,4,4,2,2,2,2,7,7,No,7,7,1,No,4,4,6,0,0,0,0,1,0,Yes,2,2,2,4,2,2,2,4,2,4,2,1,2,2,4,2,4,2,2,2,2,2,1,4,4,1,1,1,4,4,4,2,2,2,4,4,2,2,5,3,4,5,5,5,4,5,3,3,5,5,6,5,6,4,4,6,5
1365,3,April,1,A. Young Families,2,35,23,Domestic,2,0,1,0,1,0,0,0,0,2,1,Yes,0,No,0,8,No,8,No,8,0,0,0,2,8,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,7,7,No,7,7,1,No,6,6,6,0,0,0,0,0,1,No,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,1,4,4,3,1,3,7,2,3,1,5,5,2,4,7
1366,3,April,1,A. Young Families,2,38,20,Domestic,2,0,1,0,1,0,0,0,0,2,1,Yes,0,No,0,8,No,8,No,8,0,0,0,2,5,1,1,1,2,2,1,3,3,3,2,2,4,1,1,1,8,8,No,8,8,8,No,1,1,1,0,0,0,0,0,1,No,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,4,4,4,4,4,3,4,4,5,5,4,4,4,5,5
1367,3,April,1,A. Young Families,2,41,23,Domestic,2,0,1,0,1,0,0,0,0,2,1,Yes,0,No,0,4,Yes,4,Yes,8,3,3,0,2,10,1,1,1,5,5,3,5,5,3,5,5,5,5,5,3,8,8,No,8,8,8,No,10,10,5,0,0,1,0,0,0,Yes,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,3,3,2,1,3,3,5,6,3,5,6,5,4,5,5
1368,3,April,1,A. Young Families,2,30,22,Domestic,2,0,1,0,1,0,0,0,0,2,1,Yes,1,Yes,0,8,No,8,No,8,0,0,0,3,8,1,1,1,3,3,3,5,5,5,5,5,5,5,5,5,8,8,No,8,8,1,No,6,6,6,0,1,0,0,0,0,Yes,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,3,3,4,4,3,5,4,3,5,4,6,3,4,4
1369,3,April,1,A. Young Families,2,39,15,Domestic,2,0,1,0,1,0,0,0,0,2,1,Yes,1,Yes,0,3,Yes,3,Yes,5,2,2,1,2,10,1,1,1,5,5,5,3,5,5,5,5,5,5,5,5,8,8,No,8,8,8,No,6,11,11,0,0,0,0,0,1,No,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4
1370,3,April,1,A. Young Families,1,38,26,Domestic,2,0,1,0,1,0,0,0,0,2,1,Yes,0,No,0,4,Yes,4,Yes,8,1,1,0,3,7,1,1,1,4,4,5,4,4,4,3,3,3,3,3,3,8,8,No,8,8,8,No,8,8,8,0,0,0,0,0,1,No,2,6,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,2,3,4,3,3,1,3,4,2,1,2,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,4,4,4,5,4,5
1371,3,April,1,A. Young Families,1,43,27,Domestic,2,0,1,0,1,0,0,0,0,2,1,Yes,0,No,0,9,No,9,No,8,0,0,0,2,5,1,1,1,3,3,4,4,4,4,3,3,4,3,3,4,8,8,No,8,8,8,No,4,4,6,0,0,0,0,0,1,No,2,5,2,4,4,4,3,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4,1,4,4,3,1,3,5,4,4,4,3,3,4,4,3,4,6,4,6,6,4,4,4,4,4,3,4,4,4,4,4,4,4,6,4
1372,3,April,1,A. Young Families,1,32,27,Domestic,2,0,1,0,1,0,0,0,0,2,1,Yes,1,Yes,0,1,Yes,1,Yes,1,10,10,10,2,10,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,Yes,1,1,7,Yes,11,11,11,1,1,1,1,1,0,Yes,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,4,4,5,3,3,4,4,4,4,5,4,4,4,5
1373,3,April,1,A. Young Families,1,36,29,Domestic,2,0,1,0,1,0,0,0,0,2,0,No,1,Yes,0,8,No,9,No,8,0,0,0,2,10,1,1,1,1,1,2,3,3,5,2,2,5,3,3,5,8,8,No,8,8,8,No,4,4,9,0,0,0,0,0,1,No,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,4,1,4,4,3,4,2,4,2,4,3,3,4,2
1374,3,April,1,A. Young Families,1,35,28,Domestic,2,0,1,0,1,0,0,0,0,2,0,No,1,Yes,0,8,No,8,No,8,0,0,0,2,7,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4,8,8,No,8,8,8,No,6,6,3,0,0,0,0,0,1,No,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,3,3,1,4,2,3,2,2,4,4,5,2,2,4,2
1375,3,April,1,A. Young Families,1,45,26,Domestic,2,0,1,0,1,0,0,0,0,2,0,No,1,Yes,0,6,Yes,5,Yes,8,7,2,0,2,8,1,1,1,5,5,1,5,5,1,5,5,2,5,5,1,8,8,No,8,8,7,No,10,10,1,0,0,0,0,0,1,No,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,4,1,3,1,4,4,4,6,1,1,4,4
1376,3,April,1,A. Young Families,2,40,27,Domestic,2,0,1,0,1,0,0,0,0,2,1,Yes,0,No,0,8,No,8,No,8,0,0,0,3,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,8,8,No,8,8,1,No,6,5,2,0,0,0,0,0,1,No,2,4,3,3,3,3,3,2,3,4,3,1,4,3,3,3,3,3,4,2,2,3,2,2,3,1,3,3,4,3,4,3,3,2,3,3,3,4,4,5,3,4,4,4,5,4,3,3,4,3,4,4,3,4,4,4,4
1377,3,April,1,A. Young Families,2,39,27,Domestic,2,0,1,0,1,0,0,0,0,2,1,Yes,1,Yes,0,3,Yes,2,Yes,3,1,1,7,1,10,1,1,1,4,3,5,4,4,5,5,5,5,5,5,3,6,1,Yes,5,1,8,Yes,8,7,8,0,0,0,0,0,1,No,1,1,3,4,4,3,4,5,3,5,3,5,2,2,3,4,3,5,3,1,5,4,3,5,4,4,4,4,4,3,3,4,4,2,3,2,3,3,5,6,7,7,4,7,6,5,6,3,7,7,7,5,7,7,7,7,7
1378,3,April,1,A. Young Families,2,46,27,Domestic,2,0,1,0,1,1,0,0,0,2,1,Yes,0,No,0,9,No,9,No,8,0,0,0,2,8,1,1,1,3,3,4,4,4,4,2,2,5,3,3,4,8,8,No,8,8,1,No,6,6,8,0,0,0,0,0,1,No,2,3,4,3,4,3,4,5,4,5,4,4,2,2,3,3,4,2,4,2,4,3,1,4,4,3,2,3,5,4,4,4,4,4,4,4,3,4,5,4,5,5,5,4,4,4,4,3,6,5,4,4,4,4,4,4,4
1379,3,April,1,A. Young Families,2,31,27,Domestic,2,0,1,0,1,0,0,0,0,2,1,Yes,1,Yes,0,5,Yes,5,Yes,6,4,3,1,2,10,1,1,1,5,5,5,5,5,4,5,5,5,5,5,5,4,1,Yes,4,1,8,Yes,11,11,9,1,0,1,1,0,0,Yes,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,2,2,1,1,1,3,4,2,4,4,5,5,6,4,7
1380,3,April,1,A. Young Families,2,37,28,Domestic,2,0,1,0,1,0,0,0,0,2,0,No,1,Yes,0,8,No,8,No,8,0,0,0,2,10,1,1,1,5,5,5,5,5,5,4,4,4,4,4,4,8,8,No,8,8,7,No,9,9,9,0,0,0,0,0,1,No,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,4,2,2,3,2,2,2,4,2,2,4,2,4
1381,3,April,1,A. Young Families,2,34,27,Domestic,2,0,1,0,1,0,0,0,0,2,1,Yes,0,No,0,8,No,5,Yes,7,0,3,0,3,10,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,8,8,No,8,8,1,No,11,11,11,0,1,0,0,0,0,Yes,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,1,3,4,4,4,4,7,4,4,4,4
1382,3,April,1,A. Young Families,2,45,24,Domestic,2,0,1,0,1,0,0,0,0,2,1,Yes,1,Yes,0,8,No,8,No,8,0,0,0,2,7,1,1,1,4,4,4,5,5,5,4,4,4,5,5,5,8,8,No,8,8,1,No,11,11,11,0,0,0,0,0,1,No,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
1383,3,April,1,A. Young Families,2,34,26,Domestic,2,0,1,0,1,0,0,0,0,2,1,Yes,1,Yes,0,8,No,8,No,6,0,0,4,2,10,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,8,8,No,8,8,7,No,11,11,11,0,0,0,0,0,1,No,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,1,1,1,1
1384,3,April,1,A. Young Families,1,45,1,Domestic,2,0,1,0,1,0,0,0,0,2,1,Yes,1,Yes,0,1,Yes,1,Yes,1,9,9,8,1,9,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,Yes,1,1,8,Yes,9,9,10,0,1,0,1,1,0,Yes,1,7,5,5,5,4,5,4,3,4,4,5,5,4,5,4,5,5,5,4,5,5,4,4,5,5,4,3,4,5,5,4,4,5,5,4,4,5,2,2,3,4,1,4,2,1,2,3,1,3,1,3,5,2,1,2,4
1385,3,April,1,A. Young Families,1,23,1,Domestic,2,0,1,0,1,0,0,0,0,2,1,Yes,1,Yes,0,8,No,8,No,8,0,0,0,1,10,1,1,1,5,5,5,5,5,5,4,4,5,4,4,4,7,7,No,7,7,1,No,10,11,11,0,0,0,0,0,1,No,2,1,5,4,5,4,4,5,5,4,4,4,5,5,5,4,4,4,4,5,4,5,5,4,5,4,5,4,5,5,4,4,4,5,4,4,5,5,1,3,4,4,2,1,3,3,2,3,2,1,2,1,2,3,2,3,2
1386,3,April,1,A. Young Families,1,38,1,Domestic,2,0,1,0,1,0,0,0,0,2,1,Yes,1,Yes,0,7,No,9,No,9,0,0,0,2,4,1,1,1,3,3,2,4,4,4,4,4,4,3,3,3,8,8,No,8,8,1,No,7,7,7,0,0,0,0,0,1,No,2,5,2,2,3,3,4,4,4,4,4,3,3,2,3,4,4,4,4,3,4,3,1,4,2,4,2,3,5,4,4,3,3,3,3,4,3,3,4,3,3,4,5,4,4,4,3,3,6,6,5,6,5,5,6,4,6
1387,3,April,1,A. Young Families,1,45,3,Domestic,2,0,1,0,1,1,0,0,0,2,0,No,1,Yes,0,8,No,8,No,8,0,0,0,3,6,1,1,1,2,2,2,4,4,4,2,2,2,2,2,2,7,7,No,7,7,8,No,1,1,1,0,0,0,0,0,1,No,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,3,2,3,2,3,3,3,1,1,4,2,3,2,3,3
1388,3,April,1,A. Young Families,2,36,1,Domestic,2,0,1,0,1,0,0,0,0,2,1,Yes,0,No,0,8,No,8,No,5,0,0,1,2,10,1,1,1,4,4,4,5,5,5,4,4,4,5,5,5,8,8,No,8,8,8,No,6,7,7,0,0,0,0,0,1,No,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,3,4,3,3,5,3,3,4,4,5,5,4,4,4,3,3
1389,3,April,1,A. Young Families,2,36,1,Domestic,2,0,1,0,1,0,0,0,0,2,0,No,1,Yes,0,8,No,8,No,8,0,0,0,2,10,1,1,1,4,3,4,4,4,4,4,4,4,3,3,3,8,8,No,8,8,8,No,6,6,6,0,0,0,0,0,1,No,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,5,3,3,5,3,3,5,3,5,3,5,5,5,3,5
1390,3,April,1,A. Young Families,1,49,37,Domestic,2,0,1,0,1,1,0,0,0,2,1,Yes,1,Yes,0,6,Yes,6,Yes,8,6,4,0,3,9,1,1,1,3,3,3,4,4,4,3,3,3,3,3,3,8,8,No,8,8,7,No,8,8,8,0,0,0,0,0,1,No,2,12,4,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,1,3,4,4,3,4,3,3,3,4,3,3,3,3,3,3,3,4,3,4,3,3,3,4,4,4,4,3,3,3,3
1391,3,April,1,A. Young Families,1,29,34,Domestic,2,0,0,1,1,0,0,0,0,2,1,Yes,1,Yes,0,6,Yes,5,Yes,5,1,1,1,2,7,1,1,1,2,2,4,4,4,5,3,4,4,5,5,5,7,7,No,7,7,8,No,10,11,11,0,0,0,0,0,1,No,2,4,2,3,5,5,4,5,3,5,5,5,3,4,4,4,5,4,4,4,4,4,3,4,4,4,3,4,5,5,5,3,4,3,5,5,5,4,2,1,1,1,1,3,1,2,3,3,1,1,2,1,3,2,2,1,1
1392,3,April,1,A. Young Families,2,42,33,Domestic,2,0,1,0,1,0,0,0,0,2,1,Yes,1,Yes,0,8,No,8,No,8,0,0,0,2,6,1,1,1,2,2,2,4,4,4,2,2,2,1,1,1,7,7,No,7,7,8,No,6,6,6,0,0,0,0,0,1,No,2,7,1,3,4,4,2,5,5,4,4,4,1,4,5,5,5,2,5,5,5,5,1,5,5,2,1,4,5,5,5,4,2,2,5,5,5,4,3,1,2,2,1,3,1,3,1,3,2,3,2,2,4,3,3,4,5
1393,3,April,1,A. Young Families,2,34,34,Domestic,2,0,1,0,1,0,0,0,0,2,0,No,1,Yes,0,8,No,8,No,8,0,0,0,2,10,1,1,1,4,4,4,5,5,5,4,4,4,4,4,4,8,8,No,8,8,8,No,11,11,11,0,0,0,0,0,1,No,2,5,2,5,5,5,4,5,4,5,5,5,3,4,3,5,5,5,4,4,4,5,1,5,5,3,1,4,5,5,5,4,5,2,5,5,5,5,4,3,4,4,5,4,4,4,1,3,5,6,4,4,5,4,4,4,4
1394,3,April,1,A. Young Families,2,26,37,Domestic,2,0,1,0,1,0,0,0,0,2,0,No,1,Yes,0,8,No,8,No,8,0,0,0,1,10,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,8,8,No,8,8,1,No,11,11,11,0,0,0,0,0,1,No,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1
1395,3,April,1,A. Young Families,2,39,40,Domestic,3,0,0,0,1,0,0,0,0,1,1,Yes,1,Yes,0,9,No,9,No,9,0,0,0,3,7,1,1,1,1,1,1,3,3,4,3,4,4,2,4,4,8,8,No,8,8,8,No,7,7,9,0,0,0,0,0,1,No,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,5,2,3,2,2,2,4,5,2,2,2,4
1396,3,April,1,A. Young Families,2,35,40,Domestic,2,0,1,0,1,0,0,0,0,2,1,Yes,1,Yes,0,8,No,8,No,8,0,0,0,2,10,1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,7,7,No,7,7,8,No,11,11,11,0,0,0,0,0,1,No,2,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,2,3,1,2,1,3,2,2,2,2,4,2,1,3,3
1397,3,April,1,A. Young Families,2,40,40,Domestic,2,0,1,0,1,0,0,0,0,2,1,Yes,1,Yes,0,8,No,8,No,8,0,0,0,2,8,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,8,8,No,8,8,8,No,6,6,6,0,0,0,0,0,1,No,2,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
